date,provider,account_id,service,resource_id,resource_name,resource_type,region,availability_zone,environment,team,project,instance_type,usage_hours,avg_cpu_utilization,storage_gb,usage_quantity,usage_unit,currency,list_cost,discount,cost,billing_period_start,billing_period_end,tags
2026-07-17,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,22.3,22.9,,22.3,hours,USD,10.7,1.15,9.55,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-17,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,26.1,,3.55,requests,USD,3.98,0.43,3.55,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-17,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,17.9,,24.0,hours,USD,1.06,0.11,0.95,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=development
2026-07-17,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,19.9,,24.0,hours,USD,5.05,0.54,4.51,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=development
2026-07-17,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.9,GB-month,USD,4.37,0.47,3.9,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-17,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.41,GB-month,USD,0.46,0.05,0.41,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-17,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.33,requests,USD,0.37,0.04,0.33,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-17,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.55,requests,USD,0.62,0.07,0.55,2026-07-01,2026-07-31,team=Analytics;project=Data Pipeline;environment=production
2026-07-17,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,14.6,32.4,,14.6,hours,USD,3.84,0.41,3.43,2026-07-01,2026-07-31,
2026-07-17,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,18.3,51.8,,18.3,hours,USD,1.01,0.11,0.9,2026-07-01,2026-07-31,
2026-07-17,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,20.0,57.5,,20.0,hours,USD,6.13,0.66,5.47,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-17,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,39.4,,5.79,requests,USD,6.48,0.69,5.79,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-17,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.32,GB-month,USD,1.48,0.16,1.32,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-17,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,0.6,,24.0,hours,USD,11.42,1.22,10.2,2026-07-01,2026-07-31,team=DevOps;project=Infrastructure;environment=staging
2026-07-17,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,12.2,,24.0,hours,USD,2.98,0.32,2.66,2026-07-01,2026-07-31,team=DevOps;project=Infrastructure;environment=development
2026-07-17,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,22.9,25.7,,22.9,hours,USD,5.44,0.58,4.86,2026-07-01,2026-07-31,team=Security;project=Compliance;environment=production
2026-07-17,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,20.0,57.0,,20.0,hours,USD,11.79,1.26,10.53,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=production
2026-07-17,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,22.3,27.3,,22.3,hours,USD,11.0,1.18,9.82,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=production
2026-07-17,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.95,GB-month,USD,2.18,0.23,1.95,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=production
2026-07-17,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,41.1,,2.63,requests,USD,2.95,0.32,2.63,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-17,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,1.7,,24.0,hours,USD,5.87,0.63,5.24,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=development
2026-07-17,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,13.1,,24.0,hours,USD,5.91,0.63,5.28,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=staging
2026-07-17,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,21.8,38.8,,21.8,hours,USD,7.17,0.77,6.4,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-18,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,21.6,67.7,,21.6,hours,USD,2.6,0.28,2.32,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-18,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,21.9,50.6,,21.9,hours,USD,2.54,0.27,2.27,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-18,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,20.3,67.3,,20.3,hours,USD,5.29,0.57,4.72,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-18,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,49.3,,5.87,requests,USD,6.57,0.7,5.87,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-18,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.84,GB-month,USD,0.94,0.1,0.84,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-18,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,1.6,,24.0,hours,USD,2.67,0.29,2.38,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=staging
2026-07-18,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,2.7,,24.0,hours,USD,19.86,2.13,17.73,2026-07-01,2026-07-31,team=Analytics;project=Data Pipeline;environment=production
2026-07-18,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,3.7,,1.78,requests,USD,1.99,0.21,1.78,2026-07-01,2026-07-31,team=Analytics;project=Data Pipeline;environment=production
2026-07-18,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,23.5,26.5,,23.5,hours,USD,9.24,0.99,8.25,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-18,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,27.3,,3.92,requests,USD,4.39,0.47,3.92,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-18,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,18.3,,24.0,hours,USD,0.09,0.01,0.08,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=development
2026-07-18,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,10.5,,24.0,hours,USD,0.48,0.05,0.43,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=development
2026-07-18,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.62,GB-month,USD,4.05,0.43,3.62,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-18,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.4,GB-month,USD,0.45,0.05,0.4,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-18,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.32,requests,USD,0.36,0.04,0.32,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-18,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,12.55,requests,USD,14.06,1.51,12.55,2026-07-01,2026-07-31,team=Analytics;project=Data Pipeline;environment=production
2026-07-18,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,23.7,31.1,,23.7,hours,USD,3.63,0.39,3.24,2026-07-01,2026-07-31,
2026-07-18,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,16.7,28.4,,16.7,hours,USD,1.14,0.12,1.02,2026-07-01,2026-07-31,
2026-07-18,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,23.8,57.7,,23.8,hours,USD,5.42,0.58,4.84,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-18,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,63.3,,5.56,requests,USD,6.23,0.67,5.56,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-18,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.24,GB-month,USD,1.39,0.15,1.24,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-18,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,1.6,,24.0,hours,USD,11.7,1.25,10.45,2026-07-01,2026-07-31,team=DevOps;project=Infrastructure;environment=staging
2026-07-18,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,9.2,,24.0,hours,USD,0.25,0.03,0.22,2026-07-01,2026-07-31,team=DevOps;project=Infrastructure;environment=development
2026-07-18,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,23.0,19.5,,23.0,hours,USD,5.71,0.61,5.1,2026-07-01,2026-07-31,team=Security;project=Compliance;environment=production
2026-07-18,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,22.8,42.2,,22.8,hours,USD,11.7,1.25,10.45,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=production
2026-07-18,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,22.6,21.9,,22.6,hours,USD,11.59,1.24,10.35,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=production
2026-07-18,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,2.0,GB-month,USD,2.24,0.24,2.0,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=production
2026-07-18,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,70.1,,2.78,requests,USD,3.11,0.33,2.78,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-18,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,4.3,,24.0,hours,USD,5.3,0.57,4.73,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=development
2026-07-18,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,13.4,,24.0,hours,USD,5.64,0.6,5.04,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=staging
2026-07-18,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,23.6,40.7,,23.6,hours,USD,6.64,0.71,5.93,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-19,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,20.4,70.5,,20.4,hours,USD,2.4,0.26,2.14,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-19,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,22.0,61.7,,22.0,hours,USD,2.64,0.28,2.36,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-19,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,22.5,55.7,,22.5,hours,USD,4.82,0.52,4.3,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-19,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,71.0,,6.39,requests,USD,7.16,0.77,6.39,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-19,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.8,GB-month,USD,0.9,0.1,0.8,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-19,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,1.9,,24.0,hours,USD,2.46,0.26,2.2,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=staging
2026-07-19,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,3.1,,24.0,hours,USD,18.33,1.96,16.37,2026-07-01,2026-07-31,team=Analytics;project=Data Pipeline;environment=production
2026-07-19,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,0.8,,2.02,requests,USD,2.26,0.24,2.02,2026-07-01,2026-07-31,team=Analytics;project=Data Pipeline;environment=production
2026-07-19,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,23.9,18.0,,23.9,hours,USD,10.19,1.09,9.1,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-19,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,20.4,,3.72,requests,USD,4.17,0.45,3.72,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-19,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,14.7,,24.0,hours,USD,0.1,0.01,0.09,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=development
2026-07-19,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,13.9,,24.0,hours,USD,0.48,0.05,0.43,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=development
2026-07-19,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.91,GB-month,USD,4.38,0.47,3.91,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-19,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.42,GB-month,USD,0.47,0.05,0.42,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-19,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.31,requests,USD,0.35,0.04,0.31,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-19,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.5,requests,USD,0.56,0.06,0.5,2026-07-01,2026-07-31,team=Analytics;project=Data Pipeline;environment=production
2026-07-19,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,12.4,48.7,,12.4,hours,USD,3.65,0.39,3.26,2026-07-01,2026-07-31,
2026-07-19,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,23.6,39.5,,23.6,hours,USD,1.11,0.12,0.99,2026-07-01,2026-07-31,
2026-07-19,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,21.4,39.6,,21.4,hours,USD,5.66,0.61,5.05,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-19,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,43.7,,6.22,requests,USD,6.97,0.75,6.22,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-19,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.31,GB-month,USD,1.47,0.16,1.31,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-19,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,1.6,,24.0,hours,USD,12.24,1.31,10.93,2026-07-01,2026-07-31,team=DevOps;project=Infrastructure;environment=staging
2026-07-19,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,17.6,,24.0,hours,USD,0.28,0.03,0.25,2026-07-01,2026-07-31,team=DevOps;project=Infrastructure;environment=development
2026-07-19,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,22.3,23.7,,22.3,hours,USD,5.45,0.58,4.87,2026-07-01,2026-07-31,team=Security;project=Compliance;environment=production
2026-07-19,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,21.3,39.4,,21.3,hours,USD,10.71,1.15,9.56,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=production
2026-07-19,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,22.4,18.4,,22.4,hours,USD,11.49,1.23,10.26,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=production
2026-07-19,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.76,GB-month,USD,1.97,0.21,1.76,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=production
2026-07-19,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,48.8,,2.58,requests,USD,2.89,0.31,2.58,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-19,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,2.0,,24.0,hours,USD,5.72,0.61,5.11,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=development
2026-07-19,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,9.0,,24.0,hours,USD,5.51,0.59,4.92,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=staging
2026-07-19,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,21.6,69.3,,21.6,hours,USD,6.88,0.74,6.14,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-20,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,21.8,42.9,,21.8,hours,USD,2.42,0.26,2.16,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-20,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,23.0,38.1,,23.0,hours,USD,2.68,0.29,2.39,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-20,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,22.8,49.3,,22.8,hours,USD,4.96,0.53,4.43,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-20,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,47.9,,6.81,requests,USD,7.63,0.82,6.81,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-20,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.91,GB-month,USD,1.02,0.11,0.91,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-20,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,2.8,,24.0,hours,USD,2.35,0.25,2.1,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=staging
2026-07-20,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,2.8,,24.0,hours,USD,20.22,2.17,18.05,2026-07-01,2026-07-31,team=Analytics;project=Data Pipeline;environment=production
2026-07-20,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,2.3,,1.96,requests,USD,2.2,0.24,1.96,2026-07-01,2026-07-31,team=Analytics;project=Data Pipeline;environment=production
2026-07-20,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,23.8,24.5,,23.8,hours,USD,9.4,1.01,8.39,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-20,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,22.2,,3.7,requests,USD,4.14,0.44,3.7,2026-07-01,2026-07-31,team=Analytics;project=Customer Analytics;environment=production
2026-07-20,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,11.0,,24.0,hours,USD,1.13,0.12,1.01,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=development
2026-07-20,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,11.7,,24.0,hours,USD,4.66,0.5,4.16,2026-07-01,2026-07-31,team=ML;project=AI Platform;environment=development
2026-07-20,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.44,GB-month,USD,3.85,0.41,3.44,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-20,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.43,GB-month,USD,0.48,0.05,0.43,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-20,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.32,requests,USD,0.36,0.04,0.32,2026-07-01,2026-07-31,team=Platform;project=Customer Portal;environment=production
2026-07-20,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.51,requests,USD,0.57,0.06,0.51,2026-07-01,2026-07-31,team=Analytics;project=Data Pipeline;environment=production
2026-07-20,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,13.9,53.1,,13.9,hours,USD,3.51,0.38,3.13,2026-07-01,2026-07-31,
