date,provider,account_id,region,availability_zone,environment,team,department,project,tags,service,resource_id,resource_name,resource_type,instance_type,usage_quantity,usage_unit,usage_hours,avg_cpu_utilization,storage_gb,currency,cost,list_cost,discount,billing_period_start,billing_period_end
2026-08-14,GCP,gcp-proj-923927,europe-west1,europe-west1b,staging,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=staging;department=Data & Analytics,Cloud Load Balancing,gcp-ceef2a48d009,staging-api-02-029,Network,n2-highmem-8,6038.14,GB,6.7,11.28,0.0,USD,365.089,417.1331,52.0441,2026-08-01,2026-08-31
2026-08-14,AWS,969508288813,ap-southeast-1,ap-southeast-1a,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Lambda,i-00521575d70e4c778,prod-web-gateway-052,Serverless,serverless,447287.0,requests,0.0,60.2,0.0,USD,18.9808,33.2791,14.2983,2026-08-01,2026-08-31
2026-08-14,,524d5f94-1bb6-46ff-ba1a-12a9e170902f,southeastasia,southeastasia-az1,prod,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=prod;department=Finance,Application Gateway,/subscriptions/df308220/vm-e7c76ea2,analytics-cluster-069,Network,D2s_v5,6420.89,GB,22.06,61.79,0.0,USD,515.6646,693.7062,178.0416,2026-08-01,2026-08-31
2026-08-14,AWS,581713854648,us-east-1,us-east-1a,dev,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=dev;department=Security,Lambda,i-453a443e89154b0e9,analytics-cluster-014,Serverless,serverless,876776.0,requests,0.0,8.24,0.0,USD,36.0257,39.7926,3.7669,2026-08-01,2026-08-31
2026-08-14,AWS,747357163267,us-west-2,us-west-2a,test,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=test;department=Finance,DynamoDB,i-ff4c1a78aa7943fb8,test-integration-db-055,Database,m5.2xlarge,17.39,hours,17.39,8.23,0.0,USD,7.7403,7.8983,0.158,2026-08-01,2026-08-31
2026-08-14,GCP,gcp-proj-399607,europe-west1,europe-west1b,dev,Engineering,Engineering,Customer API,team=Engineering;project=Customer API;environment=dev;department=Engineering,GKE,gcp-eb8b0bb173a5,dev-test-server-036,Container,n2-highcpu-4,23.1,vCPU-hours,23.1,10.32,0.0,USD,3.1823,3.2897,0.1074,2026-08-01,2026-08-31
2026-08-14,Azure,2972322e-c94f-4ac8-9267-81b659a45584,northeurope,northeurope-az1,test,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=test;department=Finance,Azure Cache for Redis,/subscriptions/19dad507/vm-b8a989d6,log-aggregator-034,Cache,E8s_v5,11.78,hours,11.78,53.82,0.0,USD,4.3757,5.6694,1.2937,2026-08-01,2026-08-31
2026-08-14,Azure,05b7bd63-a68d-41d9-9f60-76a1fca70b56,eastus,eastus-az2,dev,Data,Data & Analytics,Data Platform,team=Data;project=Data Platform;environment=dev;department=Data & Analytics,Azure Cache for Redis,/subscriptions/baa6ceac/vm-f45fdc3f,dev-test-server-033,Cache,D4as_v5,19.4,hours,19.4,61.04,0.0,USD,3.5178,3.625,0.1072,2026-08-01,2026-08-31
2026-08-14,Azure,15a9dca0-8220-4aea-9748-292f4b3191eb,centralindia,centralindia-az2,staging,,,,,Azure Functions,/subscriptions/5b87a0c6/vm-935108c2,data-lake-ingest-062,Serverless,serverless,3004045.0,requests,22.36,3.0,0.0,USD,85.9567,107.9849,22.0282,2026-08-01,2026-08-31
2026-08-14,Azure,3047d5bb-40d6-43ff-9983-6beb7d68c781,northeurope,northeurope-az2,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,Cosmos DB,/subscriptions/d66e62a8/vm-28d54a95,analytics-cluster-032,Database,E4s_v5,22.43,hours,22.43,1.72,0.0,USD,6.257,6.3386,0.0816,2026-08-01,2026-08-31
2026-08-14,AWS,235030135894,ap-southeast-1,ap-southeast-1c,dev,,Operations,Internal Tools,project=Internal Tools;environment=dev;department=Operations,ElastiCache,i-ffecab260e2b4e87b,log-aggregator-064,Cache,r5.large,22.6,hours,22.6,8.83,0.0,USD,1.9603,2.779,0.8187,2026-08-01,2026-08-31
2026-08-14,GCP,gcp-proj-945742,us-east1,us-east1c,prod,Analytics,Data & Analytics,Analytics,team=Analytics;project=Analytics;environment=prod;department=Data & Analytics,Compute Engine,gcp-ba75dacf762a,prod-payment-service-031,Compute,n2-standard-16,14.47,hours,14.47,16.47,0.0,USD,9.4464,12.0894,2.643,2026-08-01,2026-08-31
2026-08-14,GCP,gcp-proj-827659,us-east1,us-east1a,prod,Data,Data & Analytics,,team=Data;environment=prod;department=Data & Analytics,GKE,gcp-1e4f7467ae5f,ml-inference-server-037,Container,n2-highcpu-4,18.94,vCPU-hours,18.94,9.92,0.0,USD,2.3905,3.1087,0.7182,2026-08-01,2026-08-31
2026-08-14,Azure,e3ef33a4-835b-483a-8224-693c4172b674,southeastasia,southeastasia-az2,dev,DevOps,Engineering,Dev Platform,team=DevOps;project=Dev Platform;environment=dev;department=Engineering,Azure SQL Database,/subscriptions/0c57e052/vm-6955a712,batch-processing-worker-030,Database,D4as_v5,23.15,hours,23.15,13.3,0.0,USD,3.4167,4.1542,0.7375,2026-08-01,2026-08-31
2026-08-14,Azure,3e63c5fd-ca33-43c3-896f-e3aeedb1927b,eastus,eastus-az2,prod,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=prod;department=Operations,Azure Kubernetes Service,/subscriptions/5603783b/vm-6eabada3,prod-cache-cluster-013,Container,E8s_v5,16.95,vCPU-hours,16.95,64.51,0.0,USD,8.0557,8.4425,0.3868,2026-08-01,2026-08-31
2026-08-14,GCP,gcp-proj-553014,europe-west4,europe-west4a,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,BigQuery,gcp-05f18687b417,staging-api-02-065,Analytics,n2-standard-32,9.35,vCPU-hours,9.35,16.13,0.0,USD,14.1832,16.1354,1.9522,2026-08-01,2026-08-31
2026-08-15,Azure,c2d3e9dd-a195-4fe1-bd0e-e8346d5e6456,centralindia,centralindia-az1,dev,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=dev;department=Security,Blob Storage,/subscriptions/43660fce/vm-c9a6ca88,dev-sandbox-01-020,Storage,StandardSSD,4064.92,GB-month,23.78,16.82,4064.92,USD,1.8808,2.4231,0.5423,2026-08-01,2026-08-31
2026-08-15,Azure,d6e93366-318e-48dd-b9a7-5da6f6c31def,westus2,westus2-az3,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Azure Kubernetes Service,/subscriptions/cbade407/vm-91f14de5,prod-web-gateway-035,Container,D4as_v5,23.98,vCPU-hours,23.98,1.53,0.0,USD,4.5496,4.8067,0.2571,2026-08-01,2026-08-31
2026-08-15,AWS,443445860556,ap-southeast-1,ap-southeast-1c,prod,Engineering,Engineering,Mobile Backend,team=Engineering;project=Mobile Backend;environment=prod;department=Engineering,EC2,i-5c59fc4bb2a74dda9,batch-processing-worker-045,Compute,r5.large,11.33,hours,11.33,75.0,0.0,USD,1.0619,1.4153,0.3534,2026-08-01,2026-08-31
2026-08-15,AWS,546688090938,us-west-2,us-west-2c,prod,Engineering,Engineering,Mobile Backend,team=Engineering;project=Mobile Backend;environment=prod;department=Engineering,Redshift,i-8bd44b7d36154db79,prod-core-db-061,Analytics,c5.2xlarge,18.6,vCPU-hours,18.6,15.0,0.0,USD,5.5425,7.1882,1.6457,2026-08-01,2026-08-31
2026-08-15,AWS,563138741006,eu-central-1,eu-central-1b,staging,,Engineering,Web Portal,project=Web Portal;environment=staging;department=Engineering,CloudFront,i-be755de083ff453da,staging-web-01-038,Network,t3.large,7144.3,GB,23.87,9.4,0.0,USD,554.1376,685.9049,131.7673,2026-08-01,2026-08-31
2026-08-15,Azure,2972322e-c94f-4ac8-9267-81b659a45584,northeurope,northeurope-az1,test,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=test;department=Finance,Azure Cache for Redis,/subscriptions/19dad507/vm-b8a989d6,log-aggregator-034,Cache,E8s_v5,5.45,hours,5.45,62.0,0.0,USD,1.893,2.6313,0.7383,2026-08-01,2026-08-31
2026-08-15,GCP,gcp-proj-142213,europe-west1,europe-west1a,dev,Engineering,Engineering,Customer API,team=Engineering;project=Customer API;environment=dev;department=Engineering,GKE,gcp-8b5116dffeb0,data-lake-ingest-043,Container,e2-small,4.4,vCPU-hours,4.4,50.67,0.0,USD,0.4345,0.5,0.0655,2026-08-01,2026-08-31
2026-08-15,GCP,gcp-proj-399607,europe-west1,europe-west1b,dev,,Engineering,,environment=dev;department=Engineering,GKE,gcp-eb8b0bb173a5,dev-test-server-036,Container,n2-highcpu-4,23.93,vCPU-hours,23.93,7.25,0.0,USD,3.3312,3.4801,0.1489,2026-08-01,2026-08-31
2026-08-15,GCP,gcp-proj-553014,europe-west4,europe-west4a,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,BigQuery,gcp-05f18687b417,staging-api-02-065,Analytics,n2-standard-32,10.91,vCPU-hours,10.91,13.55,0.0,USD,11.5947,20.0373,8.4426,2026-08-01,2026-08-31
2026-08-15,Azure,08a21c13-2610-4b06-b808-6423dd25cc38,northeurope,northeurope-az2,prod,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=prod;department=Security,Cosmos DB,/subscriptions/24302944/vm-9ec665e6,analytics-cluster-042,Database,D4s_v5,20.76,hours,20.76,69.21,0.0,USD,3.4481,4.1708,0.7227,2026-08-01,2026-08-31
2026-08-15,Azure,af98c2b0-d259-46a9-a7cb-81f5426fa773,westeurope,westeurope-az2,prod,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=prod;department=Engineering,Azure Kubernetes Service,/subscriptions/4af3c5e5/vm-e1766fbe,reporting-db-039,Container,D4s_v5,22.81,vCPU-hours,22.81,2.13,0.0,USD,4.1566,4.7282,0.5716,2026-08-01,2026-08-31
2026-08-15,Azure,15a9dca0-8220-4aea-9748-292f4b3191eb,centralindia,centralindia-az2,staging,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=staging;department=Finance,Azure Functions,/subscriptions/5b87a0c6/vm-935108c2,data-lake-ingest-062,Serverless,serverless,4134475.0,requests,23.58,3.26,0.0,USD,254.8516,319.0761,64.2245,2026-08-01,2026-08-31
2026-08-15,Azure,3047d5bb-40d6-43ff-9983-6beb7d68c781,northeurope,northeurope-az2,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,Cosmos DB,/subscriptions/d66e62a8/vm-28d54a95,analytics-cluster-032,Database,E4s_v5,22.82,hours,22.82,1.91,0.0,USD,5.6054,6.3131,0.7077,2026-08-01,2026-08-31
2026-08-15,Azure,38b83f5b-509c-43fb-9eed-a6534d5f2518,southeastasia,southeastasia-az3,staging,Data,Data & Analytics,Data Platform,team=Data;project=Data Platform;environment=staging;department=Data & Analytics,Azure Functions,/subscriptions/f3b14171/vm-912b9ca9,batch-processing-worker-046,Serverless,serverless,3152019.0,requests,0.0,55.71,0.0,USD,155.4175,160.5628,5.1453,2026-08-01,2026-08-31
2026-08-15,AWS,781047077731,eu-west-1,eu-west-1c,prod,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=prod;department=Engineering,RDS,i-2435850844344be2a,prod-web-gateway-060,Database,m5.xlarge,6.65,hours,6.65,73.41,0.0,USD,0.9,1.2452,0.3452,2026-08-01,2026-08-31
2026-08-15,GCP,gcp-proj-290305,europe-west4,europe-west4c,test,,Finance,,environment=test;department=Finance,BigQuery,gcp-525ddbdb981b,log-aggregator-067,Analytics,n2-highmem-8,3.04,vCPU-hours,3.04,63.16,0.0,USD,1.4446,1.5889,0.1443,2026-08-01,2026-08-31
2026-08-15,GCP,gcp-proj-923927,europe-west1,europe-west1b,staging,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=staging;department=Data & Analytics,Cloud Load Balancing,gcp-ceef2a48d009,staging-api-02-029,Network,n2-highmem-8,7601.03,GB,7.92,11.59,0.0,USD,733.6038,859.4888,125.885,2026-08-01,2026-08-31
2026-08-15,AWS,466554516218,us-west-2,us-west-2b,staging,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=staging;department=Marketing,S3,i-3ac5686d951848ee9,staging-api-02-076,Storage,gp3,8635.99,GB-month,2.88,43.01,8635.99,USD,31.9139,41.4791,9.5652,2026-08-01,2026-08-31
2026-08-15,GCP,gcp-proj-584125,us-central1,us-central1c,prod,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=prod;department=Engineering,Cloud Functions,gcp-0444ee81ca7e,prod-web-gateway-041,Serverless,serverless,3732131.0,requests,0.0,72.04,0.0,USD,83.6694,96.0201,12.3507,2026-08-01,2026-08-31
2026-08-15,AWS,608002483225,eu-central-1,eu-central-1a,staging,QA,Engineering,,team=QA;environment=staging;department=Engineering,EBS,i-4a797322816946efb,staging-web-01-006,Storage,gp3,4222.13,GB-month,23.93,11.59,4222.13,USD,8.5681,10.7245,2.1564,2026-08-01,2026-08-31
2026-08-15,GCP,gcp-proj-827659,us-east1,us-east1a,prod,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=prod;department=Data & Analytics,GKE,gcp-1e4f7467ae5f,ml-inference-server-037,Container,n2-highcpu-4,16.74,vCPU-hours,16.74,13.24,0.0,USD,2.0069,2.8126,0.8057,2026-08-01,2026-08-31
2026-08-15,GCP,gcp-proj-945742,us-east1,us-east1c,prod,Analytics,Data & Analytics,Analytics,team=Analytics;project=Analytics;environment=prod;department=Data & Analytics,Compute Engine,gcp-ba75dacf762a,prod-payment-service-031,Compute,n2-standard-16,16.7,hours,16.7,22.41,0.0,USD,10.2771,14.501,4.2239,2026-08-01,2026-08-31
2026-08-15,GCP,gcp-proj-901909,asia-south1,asia-south1c,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,Cloud Functions,gcp-80faa750494f,staging-api-02-066,Serverless,serverless,3596851.0,requests,0.0,70.32,0.0,USD,158.6146,220.8287,62.2141,2026-08-01,2026-08-31
2026-08-15,Azure,dd245434-3138-448b-8d83-f4f354df6855,centralindia,centralindia-az2,staging,,,,,Application Gateway,/subscriptions/f9a5073e/vm-dfa00bed,staging-api-02-027,Network,D4as_v5,9276.55,GB,11.31,46.69,0.0,USD,724.0359,768.0174,43.9815,2026-08-01,2026-08-31
2026-08-15,AWS,343045499634,us-east-1,us-east-1b,prod,,,,,EC2,i-8455dcb4768e4553a,batch-processing-worker-002,Compute,t3.micro,19.51,hours,19.51,73.06,0.0,USD,0.4166,0.5,0.0834,2026-08-01,2026-08-31
2026-08-15,AWS,581713854648,us-east-1,us-east-1a,dev,,,,,Lambda,i-453a443e89154b0e9,analytics-cluster-014,Serverless,serverless,5182729.0,requests,0.0,5.36,0.0,USD,130.524,171.6215,41.0975,2026-08-01,2026-08-31
2026-08-15,AWS,707623027059,eu-west-1,eu-west-1c,prod,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod;department=Operations,S3,i-d9533fe0dc0240708,prod-cache-cluster-053,Storage,gp3,12382.59,GB-month,12.54,21.19,12382.59,USD,43.6498,57.4602,13.8104,2026-08-01,2026-08-31
2026-08-15,Azure,a444434d-6806-4b63-b62d-c8995db7e781,centralindia,centralindia-az2,prod,,,,,Azure Kubernetes Service,/subscriptions/cbd300ce/vm-7d52b7c3,log-aggregator-051,Container,B2s,7.53,vCPU-hours,7.53,46.44,0.0,USD,0.4985,0.5,0.0015,2026-08-01,2026-08-31
2026-08-15,Azure,624330a1-33a9-45cd-b2f8-72cfab226d38,centralindia,centralindia-az3,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Application Gateway,/subscriptions/cf5303fc/vm-4d54d8a8,analytics-cluster-070,Network,E8s_v5,6477.84,GB,19.13,60.18,0.0,USD,555.9573,578.1327,22.1754,2026-08-01,2026-08-31
2026-08-15,Azure,30eab877-e7da-4637-9e57-05d0888428ca,eastus,eastus-az1,prod,,,,,Application Gateway,/subscriptions/b18f42fa/vm-38ec9887,backup-storage-017,Network,D2as_v5,7556.03,GB,22.82,2.71,0.0,USD,719.3756,808.9179,89.5423,2026-08-01,2026-08-31
2026-08-15,Azure,ee54536e-21b0-4d1d-84c9-24e85ac5961b,westus2,westus2-az2,staging,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=staging;department=Engineering,Azure Functions,/subscriptions/8413e3ef/vm-5a3f0977,staging-web-01-012,Serverless,serverless,4622872.0,requests,0.0,45.0,0.0,USD,362.6527,389.1268,26.4741,2026-08-01,2026-08-31
2026-08-15,GCP,gcp-proj-266071,asia-south1,asia-south1c,staging,Data,Data & Analytics,Reporting,team=Data;project=Reporting;environment=staging;department=Data & Analytics,Cloud Functions,gcp-fb0dd8016a19,staging-cache-072,Serverless,serverless,3244257.0,requests,23.51,6.85,0.0,USD,232.3108,300.9305,68.6197,2026-08-01,2026-08-31
2026-08-15,Azure,3e63c5fd-ca33-43c3-896f-e3aeedb1927b,eastus,eastus-az2,prod,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=prod;department=Operations,Azure Kubernetes Service,/subscriptions/5603783b/vm-6eabada3,prod-cache-cluster-013,Container,E8s_v5,2.14,vCPU-hours,2.14,69.01,0.0,USD,0.7951,1.0329,0.2378,2026-08-01,2026-08-31
2026-08-15,AWS,969508288813,ap-southeast-1,ap-southeast-1a,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Lambda,i-00521575d70e4c778,prod-web-gateway-052,Serverless,serverless,4224041.0,requests,0.0,75.0,0.0,USD,161.606,209.5408,47.9348,2026-08-01,2026-08-31
2026-08-15,Azure,240d196a-8da0-487a-9e5b-766bfc6d0f61,eastus,eastus-az1,prod,Customer Success,Operations,,team=Customer Success;environment=prod;department=Operations,Azure SQL Database,/subscriptions/ae690497/vm-91ce0ec1,reporting-db-057,Database,D32s_v5,11.4,hours,11.4,16.41,0.0,USD,16.9349,19.3296,2.3947,2026-08-01,2026-08-31
2026-08-15,GCP,gcp-proj-223172,us-central1,us-central1a,staging,Engineering,Engineering,Web Portal,team=Engineering;project=Web Portal;environment=staging;department=Engineering,Cloud Storage,gcp-cd34bd521613,recommendation-worker-073,Storage,standard,2365.18,GB-month,10.48,65.75,2365.18,USD,1.5194,1.5291,0.0097,2026-08-01,2026-08-31
2026-08-15,Azure,524d5f94-1bb6-46ff-ba1a-12a9e170902f,southeastasia,southeastasia-az1,prod,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=prod;department=Finance,Application Gateway,/subscriptions/df308220/vm-e7c76ea2,analytics-cluster-069,Network,D2s_v5,8437.93,GB,12.75,69.56,0.0,USD,304.4132,430.646,126.2328,2026-08-01,2026-08-31
2026-08-15,Azure,3c8d6dae-985a-44a1-a5cb-6e1077af40de,westus2,westus2-az2,prod,Platform,Engineering,Web Portal,team=Platform;project=Web Portal;environment=prod;department=Engineering,Virtual Machines,/subscriptions/8bb44b80/vm-18217db3,reporting-db-056,Compute,E8s_v5,18.78,hours,18.78,69.34,0.0,USD,8.4135,9.3939,0.9804,2026-08-01,2026-08-31
2026-08-15,AWS,506568138339,ap-southeast-1,ap-southeast-1a,prod,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=prod;department=Security,ECS,i-13e1d940e79b4a76a,batch-processing-worker-047,Container,t3.medium,17.36,vCPU-hours,17.36,55.47,0.0,USD,0.6445,0.7482,0.1037,2026-08-01,2026-08-31
2026-08-15,AWS,188559569253,ap-southeast-1,ap-southeast-1a,prod,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=prod;department=Operations,Redshift,i-d32d0119587a4ec79,prod-cache-cluster-011,Analytics,c5.xlarge,23.27,vCPU-hours,23.27,3.28,0.0,USD,4.3037,4.4014,0.0977,2026-08-01,2026-08-31
2026-08-15,AWS,306823277527,eu-west-1,eu-west-1b,prod,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=prod;department=Marketing,EC2,i-11542ce6b141485e9,analytics-cluster-009,Compute,r5.xlarge,16.15,hours,16.15,57.22,0.0,USD,3.9629,4.2506,0.2877,2026-08-01,2026-08-31
2026-08-15,AWS,198503450940,eu-central-1,eu-central-1b,prod,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod;department=Operations,ElastiCache,i-c8a1a5c6de1445bc8,payment-db-primary-049,Cache,t3.medium,7.47,hours,7.47,54.43,0.0,USD,0.2955,0.5,0.2045,2026-08-01,2026-08-31
2026-08-16,GCP,gcp-proj-923927,europe-west1,europe-west1b,staging,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=staging;department=Data & Analytics,Cloud Load Balancing,gcp-ceef2a48d009,staging-api-02-029,Network,n2-highmem-8,4447.63,GB,4.86,6.68,0.0,USD,298.9516,345.5043,46.5527,2026-08-01,2026-08-31
2026-08-16,Azure,3c8d6dae-985a-44a1-a5cb-6e1077af40de,westus2,westus2-az2,prod,Platform,Engineering,,team=Platform;environment=prod;department=Engineering,Virtual Machines,/subscriptions/8bb44b80/vm-18217db3,reporting-db-056,Compute,E8s_v5,11.65,hours,11.65,75.0,0.0,USD,4.7306,6.0043,1.2737,2026-08-01,2026-08-31
2026-08-16,Azure,a444434d-6806-4b63-b62d-c8995db7e781,centralindia,centralindia-az2,prod,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=prod;department=Marketing,Azure Kubernetes Service,/subscriptions/cbd300ce/vm-7d52b7c3,log-aggregator-051,Container,B2s,16.89,vCPU-hours,16.89,52.83,0.0,USD,0.5832,0.7217,0.1385,2026-08-01,2026-08-31
2026-08-16,AWS,969508288813,ap-southeast-1,ap-southeast-1a,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Lambda,i-00521575d70e4c778,prod-web-gateway-052,Serverless,serverless,3892070.0,requests,0.0,54.44,0.0,USD,293.5319,342.2594,48.7275,2026-08-01,2026-08-31
2026-08-16,Azure,af98c2b0-d259-46a9-a7cb-81f5426fa773,westeurope,westeurope-az2,prod,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=prod;department=Engineering,Azure Kubernetes Service,/subscriptions/4af3c5e5/vm-e1766fbe,reporting-db-039,Container,D4s_v5,22.97,vCPU-hours,22.97,3.03,0.0,USD,3.8002,4.9131,1.1129,2026-08-01,2026-08-31
2026-08-16,AWS,546688090938,us-west-2,us-west-2c,prod,Engineering,,,team=Engineering;environment=prod,Redshift,i-8bd44b7d36154db79,prod-core-db-061,Analytics,c5.2xlarge,11.7,vCPU-hours,11.7,5.0,0.0,USD,4.2683,4.3095,0.0412,2026-08-01,2026-08-31
2026-08-16,GCP,gcp-proj-553014,europe-west4,europe-west4a,staging,,Operations,Customer API,project=Customer API;environment=staging;department=Operations,BigQuery,gcp-05f18687b417,staging-api-02-065,Analytics,n2-standard-32,11.21,vCPU-hours,11.21,18.05,0.0,USD,19.8369,20.2068,0.3699,2026-08-01,2026-08-31
2026-08-16,Azure,ee54536e-21b0-4d1d-84c9-24e85ac5961b,westus2,westus2-az2,staging,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=staging;department=Engineering,Azure Functions,/subscriptions/8413e3ef/vm-5a3f0977,staging-web-01-012,Serverless,serverless,3392550.0,requests,0.0,61.81,0.0,USD,194.3799,272.5707,78.1908,2026-08-01,2026-08-31
2026-08-16,GCP,gcp-proj-827659,us-east1,us-east1a,prod,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=prod;department=Data & Analytics,GKE,gcp-1e4f7467ae5f,ml-inference-server-037,Container,n2-highcpu-4,12.58,vCPU-hours,12.58,7.5,0.0,USD,1.6721,2.0568,0.3847,2026-08-01,2026-08-31
2026-08-16,AWS,235030135894,ap-southeast-1,ap-southeast-1c,dev,Customer Success,,Internal Tools,team=Customer Success;project=Internal Tools;environment=dev,ElastiCache,i-ffecab260e2b4e87b,log-aggregator-064,Cache,r5.large,22.91,hours,22.91,19.3,0.0,USD,2.3262,2.9953,0.6691,2026-08-01,2026-08-31
2026-08-16,AWS,707623027059,eu-west-1,eu-west-1c,prod,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod;department=Operations,S3,i-d9533fe0dc0240708,prod-cache-cluster-053,Storage,gp3,13289.95,GB-month,23.5,18.96,13289.95,USD,59.3158,64.097,4.7812,2026-08-01,2026-08-31
2026-08-16,Azure,3047d5bb-40d6-43ff-9983-6beb7d68c781,northeurope,northeurope-az2,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,Cosmos DB,/subscriptions/d66e62a8/vm-28d54a95,analytics-cluster-032,Database,E4s_v5,22.73,hours,22.73,1.73,0.0,USD,5.4047,6.3125,0.9078,2026-08-01,2026-08-31
2026-08-16,GCP,gcp-proj-223172,us-central1,us-central1a,staging,Engineering,Engineering,Web Portal,team=Engineering;project=Web Portal;environment=staging;department=Engineering,Cloud Storage,gcp-cd34bd521613,recommendation-worker-073,Storage,standard,2241.84,GB-month,5.82,64.09,2241.84,USD,1.2669,1.4304,0.1635,2026-08-01,2026-08-31
2026-08-16,GCP,gcp-proj-608993,asia-southeast1,asia-southeast1a,prod,Analytics,Data & Analytics,Recommendation Engine,team=Analytics;project=Recommendation Engine;environment=prod;department=Data & Analytics,Cloud Storage,gcp-b7f9d12e5897,log-aggregator-003,Storage,standard,3225.9,GB-month,8.11,52.12,3225.9,USD,1.9293,2.1127,0.1834,2026-08-01,2026-08-31
2026-08-16,GCP,gcp-proj-399607,europe-west1,europe-west1b,dev,Engineering,Engineering,Customer API,team=Engineering;project=Customer API;environment=dev;department=Engineering,GKE,gcp-eb8b0bb173a5,dev-test-server-036,Container,n2-highcpu-4,22.75,vCPU-hours,22.75,1.0,0.0,USD,2.4078,3.1605,0.7527,2026-08-01,2026-08-31
2026-08-16,GCP,gcp-proj-266071,asia-south1,asia-south1c,staging,,Data & Analytics,,environment=staging;department=Data & Analytics,Cloud Functions,gcp-fb0dd8016a19,staging-cache-072,Serverless,serverless,284849.0,requests,23.76,5.8,0.0,USD,23.3574,29.2218,5.8644,2026-08-01,2026-08-31
2026-08-16,AWS,203484341332,us-west-2,us-west-2b,staging,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=staging;department=Engineering,DynamoDB,i-62965f184d8f4c80a,analytics-cluster-004,Database,m5.8xlarge,15.77,hours,15.77,29.29,0.0,USD,17.798,27.1653,9.3673,2026-08-01,2026-08-31
2026-08-16,AWS,747357163267,us-west-2,us-west-2a,test,Finance,,Internal Tools,team=Finance;project=Internal Tools;environment=test,DynamoDB,i-ff4c1a78aa7943fb8,test-integration-db-055,Database,m5.2xlarge,3.28,hours,3.28,6.2,0.0,USD,1.1735,1.4978,0.3243,2026-08-01,2026-08-31
2026-08-16,Azure,d6e93366-318e-48dd-b9a7-5da6f6c31def,westus2,westus2-az3,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Azure Kubernetes Service,/subscriptions/cbade407/vm-91f14de5,prod-web-gateway-035,Container,D4as_v5,22.78,vCPU-hours,22.78,1.91,0.0,USD,4.2115,4.5098,0.2983,2026-08-01,2026-08-31
2026-08-16,Azure,e3ef33a4-835b-483a-8224-693c4172b674,southeastasia,southeastasia-az2,dev,DevOps,Engineering,Dev Platform,team=DevOps;project=Dev Platform;environment=dev;department=Engineering,Azure SQL Database,/subscriptions/0c57e052/vm-6955a712,batch-processing-worker-030,Database,D4as_v5,22.25,hours,22.25,11.97,0.0,USD,2.2199,4.008,1.7881,2026-08-01,2026-08-31
